duration,start_time,start_station,end_time,end_station,bike
296,1388597820000,31203,1388598120000,31200,W00544
542,1388597820000,31506,1388598360000,31228,W01379
2151,1388597880000,31238,1388600040000,31231,W20395
306,1388597880000,31107,1388598180000,31102,W21096
312,1388597880000,31229,1388598180000,31201,W00416
1710,1388598000000,31235,1388599740000,31264,W00926
1736,1388598000000,31235,1388599740000,31264,W20581
594,1388598000000,31240,1388598600000,31258,W20818
1213,1388598000000,32029,1388599200000,32029,W00671
563,1388598000000,31111,1388598540000,31104,W01225
2036,1388598000000,31238,1388600040000,31231,W20102
568,1388598060000,31240,1388598600000,31258,W20627
758,1388598000000,31102,1388598780000,31118,W00993
1195,1388598000000,31622,1388599200000,31248,W20737
3809,1388598060000,31201,1388601900000,31201,W01399
661,1388598060000,31603,1388598720000,31203,W21644
3762,1388598120000,31201,1388601900000,31201,W20815
1304,1388598060000,31229,1388599380000,31620,W20335
307,1388598120000,31245,1388598420000,31245,W01304
454,1388598180000,31240,1388598600000,31258,W00976
1259,1388598120000,31229,1388599380000,31620,W20406
1103,1388598120000,31268,1388599260000,31604,W20318
523,1388598180000,31229,1388598720000,31213,W20916
312,1388598180000,31614,1388598480000,31616,W01283
209,1388598180000,31117,1388598360000,31229,W20726
350,1388598240000,31240,1388598600000,31258,W00735
336,1388598300000,31019,1388598600000,31031,W21017
253,1388598240000,31229,1388598480000,31201,W21256
781,1388598240000,31503,1388599020000,31264,W01406
433,1388598240000,31610,1388598660000,31626,W20261
754,1388598240000,31110,1388599020000,31228,W21277
746,1388598240000,31503,1388599020000,31264,W00702
286,1388598300000,31039,1388598600000,31040,W00151
287,1388598300000,31039,1388598600000,31040,W00327
802,1388598300000,31108,1388599140000,31613,W20510
1160,1388598360000,31602,1388599500000,31312,W01466
1323,1388598360000,31503,1388599680000,31242,W20222
478,1388598360000,31271,1388598840000,31228,W20352
405,1388598360000,31201,1388598780000,31233,W21473
478,1388598360000,31101,1388598840000,31263,W20253
367,1388598360000,31102,1388598720000,31101,W01110
205,1388598360000,31024,1388598540000,31034,W01356
189,1388598360000,31024,1388598540000,31034,W20898
1472,1388598480000,31005,1388599920000,31060,W01288
534,1388598540000,31046,1388599020000,31045,W20639
399,1388598540000,31225,1388598960000,31252,W20425
262,1388598600000,31245,1388598840000,31268,W21186
1031,1388598600000,31268,1388599620000,31600,W00940
788,1388598600000,31245,1388599380000,31247,W20099
687,1388598600000,31603,1388599260000,31202,W21157
1027,1388598600000,31268,1388599620000,31600,W21249
611,1388598600000,31107,1388599200000,31101,W01355
210,1388598660000,31619,1388598840000,31610,W21038
278,1388598660000,31200,1388598900000,31114,W01185
369,1388598660000,31224,1388599020000,31201,W20441
224,1388598660000,31207,1388598900000,31120,W21490
941,1388598660000,31212,1388599620000,31230,W01324
414,1388598720000,31213,1388599140000,31203,W20957
233,1388598720000,31268,1388598960000,31229,W20042
601,1388598720000,31204,1388599320000,31200,W00873
379,1388598720000,31213,1388599140000,31203,W20916
502,1388598720000,31063,1388599260000,31057,W00455
657,1388598840000,31241,1388599500000,31219,W01375
2432,1388598780000,31110,1388601180000,31272,W20705
686,1388598780000,31228,1388599440000,31631,W00807
1058,1388598780000,31600,1388599860000,31609,W00199
555,1388598840000,31024,1388599380000,31031,W00037
927,1388598900000,31109,1388599800000,31232,W21456
1834,1388598900000,31112,1388600760000,31246,W20348
344,1388598840000,31114,1388599200000,31200,W20940
1803,1388598960000,31112,1388600760000,31246,W20546
928,1388598900000,31109,1388599800000,31232,W20231
295,1388598900000,31628,1388599200000,31608,W00259
256,1388598900000,31201,1388599140000,31229,W21317
6372,1388599020000,31222,1388605380000,31222,W20159
299,1388598960000,31604,1388599260000,31271,W20435
1626,1388599020000,31222,1388600640000,31235,W20220
439,1388598960000,31613,1388599380000,31622,W21005
816,1388599020000,31109,1388599800000,31232,W01313
905,1388598960000,31503,1388599860000,31256,W20617
373,1388599020000,31119,1388599380000,31241,W01208
403,1388599020000,31241,1388599440000,31200,W00289
180,1388599020000,31104,1388599200000,31110,W20265
326,1388599020000,31300,1388599380000,31310,W01276
1680,1388599080000,31235,1388600760000,31246,W21078
653,1388599080000,31207,1388599740000,31203,W21164
843,1388599080000,31233,1388599920000,31265,W20045
3135,1388599080000,31624,1388602200000,31624,W20536
273,1388599080000,31262,1388599380000,31266,W21252
763,1388599140000,31229,1388599860000,31228,W21645
1350,1388599140000,31228,1388600460000,31200,W20475
325,1388599140000,31618,1388599440000,31616,W21275
1487,1388599140000,31232,1388600640000,31401,W00535
1304,1388599140000,31228,1388600460000,31200,W01266
1269,1388599200000,31228,1388600460000,31200,W21637
1191,1388599200000,31607,1388600400000,31256,W20097
673,1388599200000,31105,1388599860000,31200,W20555
356,1388599200000,31300,1388599560000,31310,W21378
1226,1388599260000,31228,1388600460000,31200,W20768
332,1388599200000,31114,1388599560000,31112,W01011
909,1388599200000,31108,1388600160000,31202,W20817
253,1388599260000,31228,1388599500000,31227,W20209
1496,1388599260000,32029,1388600760000,32029,W00671
315,1388599260000,31114,1388599560000,31112,W20969
537,1388599320000,31104,1388599860000,31201,W01365
612,1388599320000,31506,1388599920000,31203,W21489
788,1388599380000,31616,1388600160000,31613,W00648
439,1388599380000,31203,1388599800000,31110,W21644
590,1388599380000,31110,1388599980000,31251,W00249
721,1388599380000,31616,1388600100000,31613,W00293
435,1388599380000,31203,1388599800000,31110,W21369
580,1388599380000,31257,1388599980000,31251,W20913
8,1388599380000,31616,1388599380000,31616,W00965
750,1388599380000,31616,1388600160000,31613,W20136
292,1388599440000,31238,1388599740000,31228,W21440
444,1388599440000,31618,1388599860000,31606,W00270
357,1388599440000,31610,1388599800000,31208,W20412
1127,1388599500000,31031,1388600640000,31200,W00920
1044,1388599500000,31622,1388600580000,31221,W21005
4235,1388599500000,31107,1388603760000,31007,W01338
2308,1388599500000,31211,1388601840000,31010,W20235
419,1388599560000,31213,1388599980000,31223,W01158
476,1388599560000,31074,1388600040000,31069,W20346
2065,1388599620000,31108,1388601660000,31258,W00744
310,1388599560000,31120,1388599920000,31207,W21490
2247,1388599560000,31211,1388601840000,31010,W00456
1602,1388599620000,31112,1388601180000,31112,W01011
1605,1388599620000,31112,1388601180000,31112,W20969
547,1388599620000,31063,1388600160000,31057,W00379
1017,1388599740000,31264,1388600760000,31248,W01403
216,1388599680000,31600,1388599860000,31620,W01244
1552,1388599680000,31614,1388601240000,31605,W20868
998,1388599740000,31264,1388600760000,31248,W01406
1977,1388599680000,31108,1388601660000,31258,W20907
730,1388599740000,31202,1388600460000,31246,W20586
6492,1388599800000,31248,1388606340000,31248,W21266
668,1388599800000,31307,1388600460000,31105,W20652
6467,1388599860000,31248,1388606340000,31248,W00740
566,1388599800000,31602,1388600340000,31404,W20345
528,1388599800000,31104,1388600340000,31221,W21113
893,1388599800000,31201,1388600700000,31270,W20934
16,1388599800000,31208,1388599860000,31208,W20412
564,1388599860000,31229,1388600400000,31600,W20566
316,1388599860000,31616,1388600160000,31614,W21275
253,1388599860000,31602,1388600100000,31107,W00328
347,1388599980000,31607,1388600340000,31610,W00983
887,1388599980000,31103,1388600880000,31266,W00491
705,1388599980000,31248,1388600700000,31605,W01361
2161,1388600040000,32027,1388602200000,31309,W20754
1138,1388600040000,31264,1388601180000,31624,W20581
6316,1388600040000,31248,1388606400000,31248,W20026
1112,1388600100000,31264,1388601180000,31624,W00926
6298,1388600100000,31248,1388606400000,31248,W01333
1099,1388600100000,31001,1388601180000,31006,W20829
1705,1388600100000,31623,1388601840000,31247,W00358
1717,1388600100000,31623,1388601840000,31247,W01207
378,1388600160000,31618,1388600580000,31271,W00364
380,1388600160000,31618,1388600580000,31271,W00738
1478,1388600220000,31237,1388601660000,31510,W20446
3482,1388600340000,31225,1388603820000,32002,W21342
917,1388600220000,31229,1388601120000,31214,W20917
604,1388600220000,31617,1388600820000,31613,w00765
671,1388600340000,31249,1388601000000,31247,W20708
914,1388600400000,31258,1388601300000,31249,W00735
678,1388600340000,31249,1388601000000,31247,W20201
1299,1388600280000,31110,1388601540000,31611,W20466
154,1388600280000,31000,1388600460000,31012,W20619
1334,1388600280000,31261,1388601660000,31247,W00933
418,1388600280000,31201,1388600700000,31109,W00278
3872,1388600400000,31269,1388604240000,31258,W01275
943,1388600340000,31258,1388601300000,31249,W20627
1281,1388600340000,31261,1388601660000,31247,W00960
3914,1388600340000,31219,1388604240000,31244,W21258
2454,1388600460000,31230,1388602920000,31219,W01041
493,1388600340000,31503,1388600820000,31241,W21134
3874,1388600400000,31269,1388604240000,31258,W21205
3869,1388600400000,31219,1388604240000,31244,W01391
1274,1388600340000,31261,1388601660000,31247,W20786
4620,1388600460000,31041,1388605080000,31041,W00473
1228,1388600400000,31261,1388601660000,31247,W01187
925,1388600400000,31258,1388601300000,31249,W21324
305,1388600340000,31207,1388600700000,31117,W21490
184,1388600340000,31622,1388600580000,31611,W21407
1191,1388600400000,31225,1388601540000,31021,W00450
1183,1388600400000,31225,1388601600000,31021,W20897
4612,1388600460000,31041,1388605080000,31041,W20902
1959,1388600460000,31265,1388602440000,31114,W00772
695,1388600400000,31251,1388601120000,31110,W00345
1958,1388600460000,31265,1388602440000,31114,W20045
290,1388600460000,31615,1388600700000,31614,W00317
291,1388600460000,31615,1388600760000,31614,W01131
3768,1388600520000,31269,1388604300000,31258,W21320
377,1388600520000,31256,1388600880000,31216,W20097
479,1388600460000,31244,1388600940000,31256,W01301
3795,1388600520000,31200,1388604300000,31258,W21637
505,1388600520000,31607,1388601000000,31628,W21515
3764,1388600520000,31200,1388604300000,31258,W20475
5846,1388600520000,31248,1388606400000,31248,W20247
629,1388600520000,31629,1388601120000,31256,W00729
471,1388600520000,31600,1388601000000,31203,W20001
470,1388600520000,31107,1388601000000,31229,W20366
5811,1388600580000,31248,1388606400000,31248,W20332
4470,1388600580000,31041,1388605080000,31041,W00632
579,1388600520000,31200,1388601120000,31260,W01323
328,1388600580000,31630,1388600880000,31613,W20623
316,1388600580000,31114,1388600880000,31267,W20140
2286,1388600640000,31230,1388602920000,31219,W01324
611,1388600580000,31107,1388601180000,31229,W20861
3674,1388600640000,31200,1388604300000,31258,W20768
3633,1388600640000,31269,1388604300000,31258,W01074
3692,1388600640000,31200,1388604300000,31258,W01232
1026,1388600640000,31502,1388601660000,31506,W00290
3596,1388600640000,31269,1388604240000,31258,W20636
1246,1388600640000,31229,1388601840000,31228,W21317
676,1388600640000,31503,1388601300000,31230,W21307
1324,1388600640000,31201,1388601960000,31624,W00861
750,1388600700000,31508,1388601420000,31228,W21482
5618,1388600700000,31248,1388606340000,31248,W21439
4621,1388600760000,31235,1388605380000,31222,W20796
300,1388600700000,31105,1388601000000,31107,W00316
2125,1388600880000,31258,1388602980000,31240,W00836
774,1388600820000,31219,1388601600000,31623,W01375
378,1388600820000,31607,1388601240000,31632,W21034
11,1388600820000,31237,1388600820000,31237,W20841
658,1388600820000,32029,1388601480000,32029,W00671
372,1388600820000,31105,1388601180000,31214,W00467
1555,1388600820000,31237,1388602380000,31506,W21522
1287,1388600820000,31246,1388602140000,31200,W21078
149,1388600820000,31267,1388601000000,31214,W21478
2112,1388600880000,31258,1388603040000,31240,W01404
5343,1388601000000,31248,1388606340000,31248,W00753
1396,1388600880000,31623,1388602260000,31235,W00272
1383,1388600880000,31623,1388602260000,31235,W21162
5426,1388600940000,31248,1388606400000,31248,W01403
1493,1388601000000,31621,1388602500000,31201,W01277
375,1388600880000,31107,1388601300000,31229,W20736
701,1388600880000,31119,1388601600000,31506,W20533
336,1388600880000,31602,1388601240000,31117,W01419
1127,1388600940000,31039,1388602020000,31014,W00132
119,1388600940000,31020,1388601060000,31021,W21118
5069,1388601000000,31034,1388606100000,31225,W21421
388,1388601000000,31266,1388601360000,31262,W00189
478,1388601000000,31312,1388601480000,31234,W20604
1761,1388601060000,31307,1388602800000,31252,W20057
4553,1388601120000,31208,1388605680000,31208,W20837
749,1388601060000,31617,1388601840000,31613,W21401
4581,1388601060000,31208,1388605680000,31208,W01416
5019,1388601060000,31034,1388606040000,31225,W21327
781,1388601060000,31202,1388601840000,31230,W21074
781,1388601060000,31202,1388601840000,31230,W20608
662,1388601060000,31105,1388601720000,31200,W20652
123,1388601060000,31114,1388601180000,31110,W20503
802,1388601060000,31207,1388601900000,31200,W21068
997,1388601060000,31611,1388602080000,31245,W21428
1559,1388601120000,31121,1388602680000,31229,W01182
217,1388601120000,31268,1388601360000,31229,W20278
16696,1388601120000,31260,1388617860000,31014,W01407
267,1388601120000,31629,1388601420000,31622,W20322
716,1388601180000,31506,1388601900000,31110,W20417
1147,1388601180000,31002,1388602320000,31060,W01010
1103,1388601240000,31233,1388602380000,31256,W20146
1296,1388601240000,31247,1388602560000,31240,W21311
1107,1388601240000,31233,1388602380000,31256,W20541
1288,1388601240000,31247,1388602560000,31240,W20682
4400,1388601240000,31208,1388605680000,31208,W00755
285,1388601240000,31268,1388601540000,31229,W00892
4356,1388601300000,31208,1388605680000,31208,W00761
5088,1388601300000,31258,1388606400000,31243,W01312
633,1388601300000,31606,1388601900000,31108,W21634
768,1388601300000,31401,1388602080000,31201,W00140
5011,1388601360000,31258,1388606340000,31243,W21018
1298,1388601300000,31602,1388602620000,31615,W00825
4972,1388601360000,31258,1388606340000,31243,W20818
659,1388601360000,31114,1388602020000,31233,W21151
4934,1388601420000,31258,1388606340000,31243,W00976
644,1388601360000,31114,1388602020000,31233,W01185
373,1388601360000,31105,1388601780000,31111,W20262
962,1388601420000,32036,1388602380000,32011,W01166
4903,1388601480000,31258,1388606400000,31243,W00930
1239,1388601420000,31251,1388602680000,31607,W20492
4912,1388601480000,31258,1388606400000,31243,W00464
281,1388601480000,31115,1388601720000,31602,W00857
589,1388601480000,31503,1388602080000,31621,W20232
905,1388601480000,31029,1388602380000,31225,W00015
653,1388601480000,31228,1388602140000,31215,W21482
888,1388601480000,31029,1388602380000,31225,W20270
510,1388601540000,31229,1388602020000,31105,W21442
4822,1388601540000,31258,1388606340000,31243,W01412
160,1388601480000,31622,1388601660000,31611,W20322
1572,1388601540000,31108,1388603100000,31268,W20094
1219,1388601540000,32029,1388602740000,32029,W00458
1572,1388601540000,31108,1388603100000,31268,W00055
110,1388601540000,31003,1388601660000,31000,W00435
614,1388601540000,31241,1388602200000,31246,W00698
675,1388601600000,31218,1388602260000,31248,W00783
519,1388601600000,31503,1388602140000,31266,W20964
423,1388601600000,31200,1388602020000,31119,W20555
820,1388601660000,31033,1388602440000,31014,W20266
573,1388601660000,31602,1388602200000,31203,W00019
1458,1388601720000,31247,1388603160000,31264,W00933
1170,1388601720000,31246,1388602920000,31258,W20586
1443,1388601720000,31247,1388603160000,31264,W20786
1180,1388601720000,31246,1388602920000,31258,W20348
528,1388601720000,31506,1388602200000,31600,W00290
1061,1388601780000,31239,1388602860000,31618,W20006
1394,1388601780000,31247,1388603160000,31264,W00960
265,1388601720000,31266,1388602020000,31239,W00491
1233,1388601720000,31629,1388602980000,31219,W20947
1380,1388601780000,31247,1388603160000,31264,W21580
374,1388601780000,31213,1388602140000,31203,W01218
470,1388601780000,31214,1388602260000,31245,W20416
994,1388601840000,31230,1388602800000,31614,W20214
553,1388601840000,31104,1388602380000,31202,W01225
2784,1388601840000,31247,1388604660000,31233,W00358
2785,1388601840000,31247,1388604660000,31233,W01207
825,1388601840000,31102,1388602680000,31506,W21096
698,1388601900000,31028,1388602620000,31034,W20443
543,1388601900000,31257,1388602440000,31255,W01039
4362,1388601960000,31231,1388606340000,31222,W00531
1383,1388601900000,31201,1388603280000,31272,W20795
1384,1388601900000,31201,1388603280000,31272,W01399
194,1388601960000,31110,1388602140000,31214,W21393
28,1388601960000,31208,1388601960000,31208,W20412
494,1388601960000,31208,1388602440000,31613,W01386
451,1388601960000,31107,1388602380000,31229,W00988
459,1388601960000,31257,1388602440000,31214,W21458
356,1388601960000,31509,1388602320000,31265,W20928
516,1388601960000,31069,1388602500000,31074,W20346
857,1388602020000,31624,1388602860000,31232,W20581
441,1388602020000,31208,1388602440000,31613,W21531
842,1388602020000,31624,1388602860000,31232,W00926
317,1388602020000,31227,1388602380000,31219,W21290
483,1388602080000,31104,1388602560000,31268,W01315
708,1388602080000,31014,1388602800000,31225,W00132
334,1388602080000,31400,1388602380000,31602,W20502
325,1388602080000,31400,1388602380000,31602,W20762
4222,1388602080000,31231,1388606340000,31222,W20102
233,1388602080000,31611,1388602320000,31622,W20322
393,1388602140000,31608,1388602560000,31628,W00748
452,1388602140000,31115,1388602620000,31101,W20806
1095,1388602260000,31229,1388603340000,31500,W20736
1082,1388602260000,31229,1388603340000,31500,W20278
2332,1388602260000,31309,1388604600000,31246,W20478
728,1388602260000,31115,1388602980000,31200,W21223
657,1388602260000,31201,1388602920000,31246,W00357
1105,1388602260000,31400,1388603400000,31500,W20279
773,1388602320000,31235,1388603040000,31237,W21162
779,1388602260000,31235,1388603040000,31237,W00272
666,1388602320000,32029,1388602980000,32014,W00534
854,1388602320000,31602,1388603160000,31200,W20223
427,1388602320000,31237,1388602740000,31200,W20699
560,1388602320000,31116,1388602920000,31203,W01162
371,1388602320000,31241,1388602740000,31119,W20953
532,1388602380000,31116,1388602920000,31203,W20537
556,1388602380000,31631,1388602920000,31604,W21353
1200,1388602380000,31107,1388603580000,31506,W00705
774,1388602440000,31241,1388603220000,31101,W01208
731,1388602440000,31241,1388603160000,31101,W21134
290,1388602440000,31117,1388602740000,31113,W21499
480,1388602440000,31105,1388602920000,31111,W21442
755,1388602440000,31637,1388603220000,31269,W01061
334,1388602440000,31629,1388602800000,31608,W20620
141,1388602440000,31305,1388602560000,31307,W20476
339,1388602440000,31107,1388602800000,31119,W01451
778,1388602500000,31203,1388603220000,31207,W20916
391,1388602560000,31105,1388602920000,31111,W20084
640,1388602620000,31248,1388603220000,31249,W01344
674,1388602620000,31256,1388603280000,31243,W20146
726,1388602560000,31229,1388603280000,31230,W01109
675,1388602620000,31256,1388603280000,31243,W20541
712,1388602560000,31229,1388603280000,31230,W21278
928,1388602620000,31105,1388603520000,31257,W21026
762,1388602620000,31615,1388603400000,31606,W00825
2098,1388602680000,31631,1388604780000,31215,W00628
447,1388602680000,31202,1388603160000,31213,W21536
610,1388602680000,31506,1388603280000,31201,W21422
122,1388602740000,31044,1388602860000,31045,W20432
389,1388602740000,31602,1388603100000,31106,W20762
2066,1388602740000,31013,1388604780000,31013,W00643
359,1388602740000,31213,1388603100000,31201,W20890
1670,1388602920000,31249,1388604600000,31249,W00735
1668,1388602920000,31249,1388604600000,31249,W20963
122,1388602800000,31626,1388602920000,31607,W21538
416,1388602800000,31001,1388603220000,31011,W20365
520,1388602860000,31234,1388603340000,31204,W00032
769,1388602860000,31246,1388603640000,31202,W20546
241,1388602860000,31602,1388603100000,31115,W01353
252,1388602920000,31619,1388603160000,31607,W21495
1672,1388602920000,31249,1388604600000,31249,W21324
248,1388602920000,31619,1388603160000,31607,W20459
154,1388602920000,31512,1388603040000,31617,W20301
1036,1388602920000,31223,1388603940000,31258,W00677
7208,1388602980000,31256,1388610180000,31225,W00281
541,1388602920000,31224,1388603460000,31230,W20926
392,1388603040000,31613,1388603460000,31208,W21401
167,1388602980000,31103,1388603160000,31107,W20121
578,1388603040000,31229,1388603580000,31120,W20267
376,1388603040000,31626,1388603400000,31613,W21573
467,1388603040000,31606,1388603520000,31601,W00270
278,1388603040000,31229,1388603340000,31268,W00201
1152,1388603040000,31014,1388604240000,31240,W20266
1265,1388603100000,31216,1388604360000,31613,W00811
182,1388603100000,31035,1388603280000,31024,W01096
664,1388603100000,31269,1388603760000,31603,W00999
1704,1388603100000,31240,1388604840000,31247,W00836
800,1388603100000,31268,1388603880000,31104,W21497
1672,1388603160000,31240,1388604840000,31247,W01497
335,1388603100000,31229,1388603460000,31201,W01182
6836,1388603340000,31256,1388610180000,31225,W00729
262,1388603160000,31623,1388603400000,31271,W00858
420,1388603160000,31401,1388603580000,31119,W00535
522,1388603160000,31119,1388603700000,31509,W20748
572,1388603220000,31223,1388603820000,31230,W01158
393,1388603220000,31119,1388603640000,31102,W20953
612,1388603220000,31407,1388603880000,31602,W01314
944,1388603280000,31623,1388604240000,31241,W01375
674,1388603340000,31203,1388604000000,31232,W01162
6829,1388603340000,31256,1388610180000,31225,W20855
677,1388603340000,31203,1388604000000,31232,W20001
221,1388603340000,31105,1388603580000,31107,W00590
685,1388603340000,31203,1388604060000,31219,W00019
462,1388603400000,31619,1388603820000,31623,W00373
558,1388603400000,31505,1388603940000,31202,W20095
1197,1388603400000,31229,1388604600000,31121,W20861
6931,1388603400000,31256,1388610360000,31225,W20803
469,1388603400000,31625,1388603880000,31243,W20003
243,1388603400000,31229,1388603700000,31201,W00892
185,1388603400000,31505,1388603640000,31603,W20576
64,1388603400000,31615,1388603520000,31615,W20801
226,1388603460000,31619,1388603640000,31610,W20280
3358,1388603520000,31272,1388606880000,31248,W21336
5938,1388603520000,31029,1388609460000,31041,W20799
1650,1388603520000,31620,1388605140000,31616,W20406
3393,1388603520000,31272,1388606940000,31248,W01399
5875,1388603580000,31029,1388609460000,31041,W20033
970,1388603520000,31615,1388604540000,31603,W00784
1158,1388603580000,31014,1388604720000,31234,W21301
398,1388603580000,31101,1388603940000,31266,W21134
254,1388603580000,31229,1388603820000,31201,W20366
5256,1388603640000,31248,1388608920000,31217,W00783
305,1388603640000,31506,1388603940000,31109,W21522
5249,1388603640000,31248,1388608920000,31217,W01329
251,1388603640000,31266,1388603880000,31228,W01155
3156,1388603640000,31229,1388606820000,31229,W01486
2840,1388603700000,31255,1388606520000,31108,W20424
3236,1388603700000,31272,1388606940000,31248,W01417
1000,1388603640000,31617,1388604660000,31613,W01221
806,1388603640000,31118,1388604480000,31102,W00993
3471,1388603700000,31272,1388607180000,31272,W00654
143,1388603700000,31004,1388603820000,31005,W00172
309,1388603760000,31201,1388604060000,31212,W00416
1400,1388603880000,31615,1388605260000,31202,W21329
805,1388603760000,31241,1388604600000,31121,W21356
520,1388603760000,31103,1388604300000,31214,W20098
777,1388603760000,31025,1388604540000,31016,W20685
2831,1388603880000,31044,1388606700000,31041,W01018
1400,1388603880000,31615,1388605260000,31202,W20311
130,1388603820000,31201,1388603940000,31214,W20441
2830,1388603880000,31044,1388606700000,31041,W20512
4866,1388603820000,31216,1388608680000,31248,W20363
1694,1388603880000,31200,1388605560000,31247,W20940
4851,1388603880000,31216,1388608680000,31248,W20569
260,1388603820000,31619,1388604120000,31618,W20995
356,1388603820000,31244,1388604180000,31108,W00411
1682,1388603880000,31200,1388605560000,31247,W00529
5189,1388603940000,31216,1388609160000,31248,W20097
711,1388603880000,31503,1388604600000,31256,W21169
4739,1388603940000,31216,1388608680000,31248,W20866
796,1388603880000,31613,1388604660000,31614,W21573
238,1388603880000,31400,1388604120000,31602,W00863
537,1388603940000,31009,1388604420000,31005,W20291
1178,1388603940000,31249,1388605140000,31249,W01344
1291,1388604000000,31258,1388605320000,31248,W00093
313,1388603940000,31613,1388604240000,31607,w00765
1201,1388603940000,31214,1388605200000,31249,W20738
498,1388604000000,31606,1388604480000,31622,W20032
354,1388604000000,31612,1388604360000,31613,W21003
1722,1388604000000,31266,1388605680000,31266,W21134
2878,1388604000000,31041,1388606880000,31002,W21343
1282,1388604000000,31258,1388605320000,31248,W00533
818,1388604060000,31116,1388604900000,31400,W00343
381,1388604120000,31610,1388604480000,31623,W21038
975,1388604120000,31030,1388605080000,31225,W01181
159,1388604180000,31214,1388604300000,31201,W20441
363,1388604180000,31104,1388604540000,31107,W21488
481,1388604180000,31623,1388604660000,31618,W00406
1153,1388604180000,31258,1388605320000,31240,W20348
329,1388604240000,31613,1388604540000,31619,W20056
353,1388604240000,31261,1388604600000,31212,W20994
763,1388604240000,31107,1388604960000,31245,W00316
420,1388604240000,31623,1388604660000,31618,W00639
614,1388604240000,31400,1388604840000,31117,W00901
563,1388604300000,31006,1388604840000,31001,W00028
3984,1388604360000,31258,1388608320000,31228,W01275
381,1388604300000,31111,1388604660000,31201,W20084
1053,1388604360000,31246,1388605440000,31258,W20843
548,1388604300000,31618,1388604840000,31620,W20995
444,1388604300000,31101,1388604780000,31602,W20806
406,1388604300000,31266,1388604720000,31227,W21252
3981,1388604360000,31258,1388608320000,31228,W20475
572,1388604300000,31605,1388604900000,31622,W21537
1002,1388604300000,31500,1388605320000,31618,W20279
1018,1388604420000,31246,1388605440000,31258,W00698
530,1388604300000,31618,1388604840000,31620,W00293
390,1388604360000,31266,1388604720000,31227,W20086
3942,1388604420000,31258,1388608320000,31228,W21320
2648,1388604420000,31226,1388607060000,31225,W20080
2211,1388604420000,31104,1388606640000,31219,W20237
454,1388604420000,31111,1388604840000,31506,W21410
3907,1388604420000,31258,1388608320000,31228,W01074
441,1388604420000,31111,1388604840000,31506,W20262
213,1388604420000,31208,1388604600000,31625,W20412
1449,1388604420000,31240,1388605860000,31307,W20266
3872,1388604480000,31258,1388608320000,31228,W20636
130,1388604420000,31229,1388604540000,31214,W00021
224,1388604420000,31025,1388604660000,31024,W20362
3520,1388604480000,31256,1388607960000,31248,W20066
1593,1388604480000,31258,1388606040000,31271,W21637
645,1388604540000,31105,1388605200000,31245,W01013
274,1388604480000,31603,1388604720000,31505,W20576
384,1388604480000,31111,1388604900000,31506,W00543
1578,1388604480000,31258,1388606040000,31271,W01232
819,1388604480000,31636,1388605320000,31117,W00971
1295,1388604540000,31249,1388605800000,31258,W20627
655,1388604540000,31105,1388605200000,31245,W00483
3442,1388604540000,31256,1388607960000,31248,W01001
374,1388604540000,31214,1388604900000,31253,W20238
1583,1388604540000,31258,1388606100000,31271,W20768
2108,1388604540000,31104,1388606700000,31219,W21497
1511,1388604600000,31258,1388606100000,31271,W00677
1105,1388604540000,31042,1388605620000,31010,W00413
302,1388604540000,31602,1388604840000,31119,W20426
403,1388604540000,31602,1388604960000,31104,W00863
606,1388604540000,31401,1388605200000,31112,W00422
541,1388604600000,32040,1388605140000,32040,W00050
35,1388604600000,31245,1388604600000,31245,W20416
1452,1388604600000,31103,1388606040000,31636,W20733
1126,1388604660000,31202,1388605800000,31257,W01225
417,1388604600000,31602,1388605020000,31404,W20063
182,1388604660000,31107,1388604840000,31103,W00412
731,1388604660000,31614,1388605380000,31256,W20767
973,1388604660000,31250,1388605620000,31258,W01051
1458,1388604660000,31104,1388606160000,31215,W21400
1122,1388604660000,31202,1388605800000,31257,W00802
759,1388604660000,31108,1388605380000,31248,W21634
334,1388604660000,31244,1388604960000,31271,W20657
728,1388604660000,31614,1388605380000,31256,W21325
240,1388604660000,31636,1388604900000,31223,W20811
5570,1388604660000,31108,1388610240000,31108,W01425
731,1388604660000,31108,1388605440000,31248,W00475
3195,1388604780000,31256,1388608020000,31248,W21169
1358,1388604720000,31240,1388606100000,31270,W20894
1082,1388604720000,31228,1388605800000,31400,W21440
557,1388604720000,31307,1388605260000,31104,W01199
3219,1388604780000,31256,1388608020000,31248,W00841
1337,1388604780000,31240,1388606100000,31270,W20682
899,1388604720000,31037,1388605620000,31018,W21420
802,1388604720000,31111,1388605560000,31200,W21049
646,1388604720000,31228,1388605380000,31506,W21645
803,1388604720000,31111,1388605560000,31200,W00791
144,1388604780000,32010,1388604900000,32011,W21642
14676,1388604840000,31048,1388619540000,31048,W00440
1199,1388604900000,31249,1388606100000,31258,W00735
229,1388604840000,31117,1388605080000,31104,W20707
1209,1388604900000,31249,1388606100000,31258,W20963
761,1388604900000,31114,1388605620000,31236,W01373
3679,1388604960000,31271,1388608680000,31271,W01194
14630,1388604900000,31048,1388619540000,31048,W21582
1350,1388604840000,31506,1388606220000,31212,W01387
1209,1388604900000,31249,1388606100000,31258,W21324
1230,1388604840000,31258,1388606100000,31623,W00744
1206,1388604900000,31201,1388606100000,31249,W20217
220,1388604900000,31117,1388605080000,31104,W21490
