Row ID,country_name,water_source,water_tech,status_id,management,pay,#installer,install_year,#status,#source,#adm1,#adm2,#wpdx_id,#report_date,#country_id,#activity_id,#data_lnk,#orig_lnk,photo_lnk,#converted,#created,#updated,lat_deg,lon_deg,Location,Count,#fecal_coliform_presence,#fecal_coliform_value,#subjective_quality,val1,val2
61359,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061359,11/25/2013 12:00:00 AM +0000,ZM,Mukumwa,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.6241,27.3925,"(-16.6241, 27.3925)",1,,,,,
61360,Zambia,,Non-Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061360,03/31/2014 12:00:00 AM +0000,ZM,Hagwanama.A.,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.5867,27.4869,"(-16.5867, 27.4869)",1,,,,,
61361,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061361,11/25/2013 12:00:00 AM +0000,ZM,Japi,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.5761,27.4505,"(-16.5761, 27.4505)",1,,,,,
61362,Zambia,,Non-Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061362,03/31/2014 12:00:00 AM +0000,ZM,Sibukome,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.4973,27.4723,"(-16.4973, 27.4723)",1,,,,,
61363,Zambia,,Non-Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061363,03/31/2014 12:00:00 AM +0000,ZM,Chindolo,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.5305,27.5069,"(-16.5305, 27.5069)",1,,,,,
61364,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061364,11/29/2013 12:00:00 AM +0000,ZM,Mumwansanga,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.5304,27.483,"(-16.5304, 27.483)",1,,,,,
61365,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061365,01/23/2014 12:00:00 AM +0000,ZM,Lunda,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-10.0749,30.9581,"(-10.0749, 30.9581)",1,,,,,
61366,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061366,01/10/2014 12:00:00 AM +0000,ZM,Chilundumusi Primary School,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-9.1718,32.055700000000002,"(-9.1718, 32.0557)",1,,,,,
61367,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061367,01/02/2014 12:00:00 AM +0000,ZM,Philimoni,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-8.8555,31.485,"(-8.8555, 31.485)",1,,,,,
61368,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061368,01/02/2014 12:00:00 AM +0000,ZM,Zukuza,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-8.8464,31.5311,"(-8.8464, 31.5311)",1,,,,,
61369,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061369,01/02/2014 12:00:00 AM +0000,ZM,Ali Chikoti,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-9.015409999999999,31.69,"(-9.01541, 31.69)",1,,,,,
61370,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061370,01/11/2012 12:00:00 AM +0000,ZM,Sususmambo,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.6376,27.4182,"(-16.6376, 27.4182)",1,,,,,
61371,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061371,08/01/2012 12:00:00 AM +0000,ZM,Hamakowa,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.552,27.4178,"(-16.552, 27.4178)",1,,,,,
61372,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061372,09/27/2013 12:00:00 AM +0000,ZM,Kanyanga .B,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.556,27.4484,"(-16.556, 27.4484)",1,,,,,
61373,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061373,09/23/2013 12:00:00 AM +0000,MZ,03/16/03/0038/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.4232,38.4477,"(-15.4232, 38.4477)",1,,,,,
61374,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061374,09/26/2013 12:00:00 AM +0000,MZ,03-15-01-0055-2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.8311,39.6603,"(-14.8311, 39.6603)",1,,,,,
61375,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061375,09/03/2012 12:00:00 AM +0000,MZ,,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.7125,39.424,"(-14.7125, 39.424)",1,,,,,
61376,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061376,09/26/2013 12:00:00 AM +0000,MZ,03-15-01-0056-2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.887,39.6297,"(-14.887, 39.6297)",1,,,,,
61377,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061377,09/18/2012 12:00:00 AM +0000,MZ,03-15-01-701-03-29-7,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.5114,39.4036,"(-14.5114, 39.4036)",1,,,,,
61378,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061378,04/15/2014 12:00:00 AM +0000,MZ,04/30/03282012,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-17.3726,35.5401,"(-17.3726, 35.5401)",1,,,,,
61379,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061379,09/23/2013 12:00:00 AM +0000,MZ,03/16/03/0042/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.4336,38.461,"(-15.4336, 38.461)",1,,,,,
61380,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061380,09/23/2013 12:00:00 AM +0000,MZ,03/16/03/0037/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.4306,38.4533,"(-15.4306, 38.4533)",1,,,,,
61381,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061381,09/24/2013 12:00:00 AM +0000,MZ,03/16/03/0042/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.4434,38.4746,"(-15.4434, 38.4746)",1,,,,,
61382,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061382,09/24/2013 12:00:00 AM +0000,MZ,03/16/03/0050/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.4053,38.4812,"(-15.4053, 38.4812)",1,,,,,
61383,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061383,09/24/2013 12:00:00 AM +0000,MZ,03/16/03/0039/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.6925,38.7539,"(-15.6925, 38.7539)",1,,,,,
61384,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061384,09/24/2013 12:00:00 AM +0000,MZ,03/16/03/0041/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.6004,38.7778,"(-15.6004, 38.7778)",1,,,,,
61385,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061385,09/25/2013 12:00:00 AM +0000,MZ,03/16/0043/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.453,38.4481,"(-15.453, 38.4481)",1,,,,,
61386,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061386,09/25/2013 12:00:00 AM +0000,MZ,03/16/03/0045/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.3646,38.4594,"(-15.3646, 38.4594)",1,,,,,
61387,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061387,02/23/2014 12:00:00 AM +0000,ZM,Katuba Mabwe,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.897,27.975,"(-15.897, 27.975)",1,,,,,
61388,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061388,02/25/2014 12:00:00 AM +0000,ZM,Tundaile,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.088000000000001,27.654,"(-16.088, 27.654)",1,,,,,
61389,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061389,03/05/2014 12:00:00 AM +0000,ZM,Mukobela,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.839,27.53,"(-15.839, 27.53)",1,,,,,
61390,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061390,02/27/2014 12:00:00 AM +0000,ZM,Lwiindi Nseele,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.898,27.653,"(-15.898, 27.653)",1,,,,,
61391,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061391,02/26/2014 12:00:00 AM +0000,ZM,Moonga,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.915,27.635,"(-15.915, 27.635)",1,,,,,
61392,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061392,02/25/2014 12:00:00 AM +0000,ZM,Ngwezi Spray Race,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-16.091999999999999,27.715,"(-16.092, 27.715)",1,,,,,
61393,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061393,02/23/2014 12:00:00 AM +0000,ZM,Dumba,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.971,27.971,"(-15.971, 27.971)",1,,,,,
61394,Niger,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061394,12/02/2004 12:00:00 AM +0000,NE,WV 024,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,13.993,7.087,"(13.993, 7.087)",1,,,,,
61395,Niger,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061395,01/20/2008 12:00:00 AM +0000,NE,WV 171,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,13.877,7.149,"(13.877, 7.149)",1,,,,,
61396,Niger,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061396,05/03/2013 12:00:00 AM +0000,NE,WV 669,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,13.926,6.969,"(13.926, 6.969)",1,,,,,
61397,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061397,04/14/2013 12:00:00 AM +0000,MZ,40130102222012,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-17.1119,35.833,"(-17.1119, 35.833)",1,,,,,
61398,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061398,08/08/2012 12:00:00 AM +0000,MZ,03/16/03/0042/2012,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.6045,38.7862,"(-15.6045, 38.7862)",1,,,,,
61399,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061399,08/14/2012 12:00:00 AM +0000,MZ,03/16/01/0151/2012,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.6254,38.8108,"(-15.6254, 38.8108)",1,,,,,
61400,Niger,,Non-Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061400,05/15/2005 12:00:00 AM +0000,NE,WV 050,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,13.553,6.90556,"(13.553, 6.90556)",1,,,,,
61401,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061401,10/20/2013 12:00:00 AM +0000,MZ,03/15/02/0075/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.5741,39.4069,"(-14.5741, 39.4069)",1,,,,,
61402,Mozambique,,Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061402,10/20/2013 12:00:00 AM +0000,MZ,03/15/02/0074/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.5815,39.3814,"(-14.5815, 39.3814)",1,,,,,
61403,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061403,11/29/2007 12:00:00 AM +0000,MZ,sem código,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.482,39.2585,"(-14.482, 39.2585)",1,,,,,
61404,Mozambique,,Mechanized Borehole,yes,,,,,,World Vision US,,,wpdx-00061404,11/28/2009 12:00:00 AM +0000,MZ,4140127082009,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-17.5255,37.079300000000003,"(-17.5255, 37.0793)",1,,,,,
61405,Mozambique,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061405,09/07/2013 12:00:00 AM +0000,MZ,03/15/02/0077/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.5812,39.5815,"(-14.5812, 39.5815)",1,,,,,
61406,Mozambique,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061406,09/19/2013 12:00:00 AM +0000,MZ,03/15/02/0083/2013,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.5796,39.5999,"(-14.5796, 39.5999)",1,,,,,
61407,Zambia,,Mechanized Borehole,unknown,,,World Vision,,,World Vision US,,,wpdx-00061407,11/25/2013 12:00:00 AM +0000,ZM,Mukobela,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-15.8392,27.5299,"(-15.8392, 27.5299)",1,,,,,
61408,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061408,04/11/2014 12:00:00 AM +0000,ZM,Chiwala Community,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-9.97599,31.1332,"(-9.97599, 31.1332)",1,,,,,
61409,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061409,01/02/2014 12:00:00 AM +0000,ZM,Matelo,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-9.07816,31.3989,"(-9.07816, 31.3989)",1,,,,,
61410,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061410,04/10/2014 12:00:00 AM +0000,ZM,Chimpanansa,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.1332,28.1423,"(-14.1332, 28.1423)",1,,,,,
61411,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061411,04/13/2014 12:00:00 AM +0000,ZM,Likutulu,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.2092,28.206,"(-14.2092, 28.206)",1,,,,,
61412,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061412,04/17/2014 12:00:00 AM +0000,ZM,Kalila community school,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.054,28.179,"(-14.054, 28.179)",1,,,,,
61413,Zambia,,Non-Mechanized Borehole,yes,,,World Vision,,,World Vision US,,,wpdx-00061413,04/09/2014 12:00:00 AM +0000,ZM,Chikwangala,http://www.dropbox.com/s/7paz4ixbh9ri3et/DataSpreadsheet_AllCountries_WPDx_v.1-Raw.xls?dl=0,,,"#source, #report_date, #status_id, #installer, #water_tech, #data_lnk",10/26/2015 09:24:41 PM +0000,10/26/2015 09:24:41 PM +0000,-14.1077,28.2662,"(-14.1077, 28.2662)",1,,,,,
